file order,h,V,C,x,y,Y,X_C,Y_C,Z_C,L*,a*,b*
1972,10R,7,14,0.5234,0.37,43.06,0.6091,0.4306,0.1241,71.60,49.17,56.63
1973,10R,7,16,0.5519,0.3729,43.06,0.6373,0.4306,0.0868,71.60,55.66,67.23
1974,2.5YR,7,2,0.3392,0.3298,43.06,0.4429,0.4306,0.4322,71.60,6.17,7.94
1975,2.5YR,7,4,0.3715,0.3439,43.06,0.4652,0.4306,0.3563,71.60,12.51,16.86
1976,2.5YR,7,6,0.4053,0.357,43.06,0.4889,0.4306,0.2867,71.60,19.02,26.24
1977,2.5YR,7,8,0.4371,0.3679,43.06,0.5116,0.4306,0.2282,71.60,25.07,35.38
1978,2.5YR,7,10,0.4671,0.3768,43.06,0.5338,0.4306,0.1784,71.60,30.81,44.49
1979,2.5YR,7,12,0.5001,0.3861,43.06,0.5577,0.4306,0.1269,71.60,36.81,55.92
1980,2.5YR,7,14,0.5297,0.3938,43.06,0.5792,0.4306,0.0836,71.60,42.07,68.28
1984,5YR,7,2,0.3421,0.3349,43.06,0.4399,0.4306,0.4153,71.60,5.30,9.83
1985,5YR,7,4,0.375,0.353,43.06,0.4574,0.4306,0.3318,71.60,10.31,20.01
1986,5YR,7,6,0.4091,0.3701,43.06,0.476,0.4306,0.2569,71.60,15.50,30.72
1987,5YR,7,8,0.4402,0.3842,43.06,0.4934,0.4306,0.1968,71.60,20.23,40.95
1988,5YR,7,10,0.4711,0.3972,43.06,0.5107,0.4306,0.1428,71.60,24.83,52.11
1989,5YR,7,12,0.5007,0.4081,43.06,0.5283,0.4306,0.0962,71.60,29.40,64.31
1994,7.5YR,7,2,0.3437,0.3397,43.06,0.4357,0.4306,0.4013,71.60,4.08,11.43
1995,7.5YR,7,4,0.3772,0.3613,43.06,0.4495,0.4306,0.3117,71.60,8.07,22.71
1996,7.5YR,7,6,0.4107,0.382,43.06,0.463,0.4306,0.2337,71.60,11.89,34.46
1997,7.5YR,7,8,0.4415,0.3996,43.06,0.4758,0.4306,0.1712,71.60,15.45,45.94
1998,7.5YR,7,10,0.4704,0.4151,43.06,0.488,0.4306,0.1188,71.60,18.78,57.99
1999,7.5YR,7,12,0.497,0.4282,43.06,0.4998,0.4306,0.0752,71.60,21.95,71.15
2003,10YR,7,2,0.3443,0.3454,43.06,0.4292,0.4306,0.3868,71.60,2.17,13.14
2004,10YR,7,4,0.3778,0.3719,43.06,0.4374,0.4306,0.2898,71.60,4.58,25.79
2005,10YR,7,6,0.4102,0.396,43.06,0.446,0.4306,0.2107,71.60,7.06,38.41
2006,10YR,7,8,0.4399,0.4164,43.06,0.4549,0.4306,0.1486,71.60,9.61,50.79
2007,10YR,7,10,0.4667,0.4335,43.06,0.4636,0.4306,0.0991,71.60,12.06,63.45
2012,2.5Y,7,2,0.3436,0.3507,43.06,0.4219,0.4306,0.3753,71.60,0.01,14.52
2013,2.5Y,7,4,0.3761,0.38,43.06,0.4262,0.4306,0.2764,71.60,1.29,27.75
2014,2.5Y,7,6,0.4073,0.4073,43.06,0.4306,0.4306,0.196,71.60,2.58,41.09
2015,2.5Y,7,8,0.4353,0.4312,43.06,0.4347,0.4306,0.1333,71.60,3.79,54.35
2016,2.5Y,7,10,0.4606,0.4516,43.06,0.4392,0.4306,0.0837,71.60,5.10,68.24
2020,5Y,7,2,0.3419,0.354,43.06,0.4159,0.4306,0.3699,71.60,-1.79,15.17
2021,5Y,7,4,0.3718,0.3885,43.06,0.4121,0.4306,0.2657,71.60,-2.94,29.36
2022,5Y,7,6,0.4009,0.4198,43.06,0.4112,0.4306,0.1839,71.60,-3.21,43.41
2023,5Y,7,8,0.4271,0.4462,43.06,0.4122,0.4306,0.1223,71.60,-2.91,57.09
2024,5Y,7,10,0.4509,0.4696,43.06,0.4135,0.4306,0.0729,71.60,-2.52,71.97
2028,7.5Y,7,2,0.3396,0.3558,43.06,0.411,0.4306,0.3686,71.60,-3.27,15.33
2029,7.5Y,7,4,0.3677,0.3925,43.06,0.4034,0.4306,0.2631,71.60,-5.59,29.76
2030,7.5Y,7,6,0.3943,0.4264,43.06,0.3982,0.4306,0.1811,71.60,-7.20,43.95
2031,7.5Y,7,8,0.4184,0.4568,43.06,0.3944,0.4306,0.1176,71.60,-8.38,58.31
2036,10Y,7,2,0.3369,0.3569,43.06,0.4065,0.4306,0.3694,71.60,-4.64,15.24
2037,10Y,7,4,0.3624,0.3951,43.06,0.395,0.4306,0.2643,71.60,-8.19,29.57
2038,10Y,7,6,0.3864,0.4305,43.06,0.3865,0.4306,0.1831,71.60,-10.86,43.56
2039,10Y,7,8,0.409,0.4641,43.06,0.3795,0.4306,0.1177,71.60,-13.09,58.28
2044,2.5GY,7,2,0.3328,0.3569,43.06,0.4015,0.4306,0.3744,71.60,-6.18,14.63
2045,2.5GY,7,4,0.3534,0.3953,43.06,0.385,0.4306,0.2737,71.60,-11.34,28.15
2046,2.5GY,7,6,0.3728,0.4316,43.06,0.3719,0.4306,0.1951,71.60,-15.54,41.26
2047,2.5GY,7,8,0.3919,0.4684,43.06,0.3603,0.4306,0.1284,71.60,-19.34,55.55
2048,2.5GY,7,10,0.4091,0.503,43.06,0.3502,0.4306,0.0752,71.60,-22.72,71.15
2052,5GY,7,2,0.3284,0.3559,43.06,0.3973,0.4306,0.382,71.60,-7.48,13.71
2053,5GY,7,4,0.3437,0.3929,43.06,0.3767,0.4306,0.2887,71.60,-13.99,25.95
2054,5GY,7,6,0.3581,0.4291,43.06,0.3594,0.4306,0.2135,71.60,-19.64,37.92
2055,5GY,7,8,0.3722,0.4669,43.06,0.3433,0.4306,0.1484,71.60,-25.07,50.83
2056,5GY,7,10,0.3852,0.5051,43.06,0.3284,0.4306,0.0935,71.60,-30.24,65.13
2060,7.5GY,7,2,0.319,0.3516,43.06,0.3907,0.4306,0.4034,71.60,-9.54,11.19
2061,7.5GY,7,4,0.3267,0.3848,43.06,0.3656,0.4306,0.3228,71.60,-17.60,21.20
2062,7.5GY,7,6,0.3341,0.4191,43.06,0.3433,0.4306,0.2536,71.60,-25.07,31.24
2063,7.5GY,7,8,0.3406,0.4558,43.06,0.3218,0.4306,0.1923,71.60,-32.59,41.79
2064,7.5GY,7,10,0.3461,0.495,43.06,0.3011,0.4306,0.1382,71.60,-40.15,53.18
2065,7.5GY,7,12,0.3502,0.5328,43.06,0.283,0.4306,0.0946,71.60,-47.05,64.79
2069,10GY,7,2,0.3117,0.3469,43.06,0.3869,0.4306,0.4238,71.60,-10.74,8.87
2070,10GY,7,4,0.3133,0.3764,43.06,0.3584,0.4306,0.355,71.60,-19.97,17.02
2071,10GY,7,6,0.3142,0.4058,43.06,0.3334,0.4306,0.2971,71.60,-28.49,24.75
2072,10GY,7,8,0.314,0.4387,43.06,0.3082,0.4306,0.2427,71.60,-37.52,32.98
2073,10GY,7,10,0.3123,0.4732,43.06,0.2842,0.4306,0.1952,71.60,-46.58,41.24
2074,10GY,7,12,0.3092,0.5095,43.06,0.2613,0.4306,0.1532,71.60,-55.72,49.76
2075,10GY,7,14,0.3047,0.5458,43.06,0.2404,0.4306,0.1179,71.60,-64.54,58.23
2080,2.5G,7,2,0.3047,0.3413,43.06,0.3844,0.4306,0.4466,71.60,-11.53,6.37
2081,2.5G,7,4,0.2992,0.3644,43.06,0.3536,0.4306,0.3975,71.60,-21.58,11.88
2082,2.5G,7,6,0.2933,0.3873,43.06,0.3261,0.4306,0.3551,71.60,-31.06,17.01
2083,2.5G,7,8,0.2861,0.4129,43.06,0.2984,0.4306,0.3139,71.60,-41.16,22.41
2084,2.5G,7,10,0.2775,0.4395,43.06,0.2719,0.4306,0.2773,71.60,-51.43,27.62
2093,5G,7,2,0.3001,0.3366,43.06,0.3839,0.4306,0.4648,71.60,-11.69,4.43
2094,5G,7,4,0.2902,0.3548,43.06,0.3522,0.4306,0.4308,71.60,-22.05,8.09
2095,5G,7,6,0.2801,0.3721,43.06,0.3241,0.4306,0.4025,71.60,-31.77,11.30
2096,5G,7,8,0.2687,0.3901,43.06,0.2966,0.4306,0.3766,71.60,-41.84,14.36
2097,5G,7,10,0.2554,0.4087,43.06,0.2691,0.4306,0.3539,71.60,-52.55,17.16
2106,7.5G,7,2,0.2972,0.3333,43.06,0.384,0.4306,0.4774,71.60,-11.66,3.12
2107,7.5G,7,4,0.285,0.3482,43.06,0.3524,0.4306,0.4536,71.60,-21.98,5.62
2108,7.5G,7,6,0.2728,0.3622,43.06,0.3243,0.4306,0.4339,71.60,-31.70,7.75
